,id,expectedmoney,capital,foodtype_고기,foodtype_디저트,foodtype_베이커리,foodtype_분식,foodtype_일식,foodtype_중식,foodtype_치킨,foodtype_커피,foodtype_패스트푸드,foodtype_퓨전음식,foodtype_한식,locate_경기,locate_서울,locate_인천
738,722693,1020.0,14500,0,0,0,0,0,0,0,0,0,0,1,1,0,0
739,715385,850.0,14000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
741,721456,700.0,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,0
742,704251,1600.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
743,718751,850.0,14000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
744,722643,1105.0,15500,0,0,0,0,0,0,0,0,0,0,1,1,0,0
745,722699,1020.0,14500,0,0,0,0,0,0,0,0,0,0,1,1,0,0
746,723387,1080.0,28000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
748,721102,970.0,19000,0,0,0,0,0,0,0,0,0,0,1,0,0,1
749,722587,1020.0,14500,0,0,0,0,0,0,0,0,0,0,1,1,0,0
750,723356,1080.0,28000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
751,721141,1100.0,22000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
752,719576,1030.0,28000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
753,723436,1080.0,28000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
754,722588,1020.0,14500,0,0,0,0,0,0,0,0,0,0,1,1,0,0
755,722505,1100.0,12000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
756,721065,900.0,18000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
757,719584,1740.0,22000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
758,721632,750.0,13000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
759,720319,700.0,12000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
760,722590,1020.0,14500,0,0,0,0,0,0,0,0,0,0,1,1,0,0
761,721148,1280.0,17000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
762,711114,800.0,10000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
763,693347,1300.0,10000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
764,694626,1350.0,10000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
765,712660,935.0,10000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
766,655592,1350.0,10000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
767,722506,1000.0,10000,0,0,0,0,0,0,0,0,0,0,1,0,0,1
768,721577,800.0,10000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
770,721617,800.0,10000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
771,712492,935.0,10000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
773,694413,1400.0,10000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
774,651407,1370.0,20000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
775,720103,1800.0,13000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
776,721002,1500.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
777,723614,1500.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
778,722220,1550.0,13000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
779,722133,1500.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
780,722171,1500.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
781,723611,1500.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
782,722173,1500.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
784,723574,1500.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
785,723571,1500.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
786,722131,1500.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
787,707126,1400.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
788,715320,1020.0,18000,0,0,0,0,0,0,0,0,0,0,1,1,0,0
789,714481,1800.0,13000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
790,723187,1145.0,15000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
792,721833,685.0,16500,0,1,0,0,0,0,0,0,0,0,0,0,1,0
793,701627,1300.0,22000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
794,723190,800.0,6000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
795,723522,1000.0,23000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
796,719587,1030.0,24000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
797,675039,750.0,8000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
798,710998,1450.0,15000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
799,715360,1450.0,15000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
800,718734,920.0,22000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
801,701625,870.0,16000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
802,723693,800.0,9000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
803,719607,1250.0,25000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
804,652714,1100.0,22000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
805,710888,1450.0,15000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
806,722776,1042.0,13000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
807,723709,850.0,12000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
808,707366,1000.0,23000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
809,716259,820.0,17000,0,0,0,0,0,0,0,0,1,0,0,0,0,1
810,722736,1042.0,13000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
811,720297,1378.0,28000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
812,651511,650.0,7500,0,0,0,0,0,0,0,0,1,0,0,1,0,0
813,720368,595.0,12000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
814,723162,1040.0,21000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
815,662376,950.0,12000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
816,723669,850.0,12000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
817,715816,850.0,12000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
818,715430,1450.0,15000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
819,715808,800.0,11000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
820,723442,1000.0,23000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
821,723653,800.0,9000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
822,722957,650.0,7500,0,0,0,0,0,0,0,0,1,0,0,1,0,0
823,715470,1450.0,32000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
824,723656,800.0,11000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
825,681938,1330.0,27000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
826,691097,1042.0,13000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
827,722939,1100.0,22000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
828,710958,1450.0,15000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
829,720316,1400.0,29000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
830,723141,1150.0,23000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
831,720277,1250.0,25000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
832,720131,900.0,20000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
833,720191,900.0,20000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
834,675020,800.0,10000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
835,647646,1200.0,20000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
836,723598,1350.0,30000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
837,720161,900.0,20000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
838,723638,1350.0,30000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
839,698781,1400.0,29000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
840,672746,1400.0,18000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
841,715436,1330.0,26000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
842,719599,1655.0,35000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
843,597979,1000.0,12000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
844,720311,1655.0,35000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
845,721603,1100.0,25000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
846,672365,1500.0,3500,0,0,0,0,0,0,0,0,1,0,0,0,1,0
847,721097,1200.0,33000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
848,653672,1250.0,15000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
849,675015,2200.0,26000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
850,710925,1330.0,26000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
851,651701,1350.0,27000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
852,718754,1330.0,26000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
853,677358,1160.0,28000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
854,598019,1000.0,12000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
855,652078,1250.0,25000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
856,671787,1100.0,25000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
857,661337,1600.0,22000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
859,672363,1400.0,3500,0,0,0,0,0,0,0,0,1,0,0,0,1,0
860,715335,920.0,20000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
861,721085,4550.0,100000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
862,675565,2300.0,70000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
863,721125,4550.0,100000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
865,716865,4550.0,100000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
867,597976,1000.0,10000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
869,716885,2300.0,62000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
870,661637,2000.0,35000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
871,721095,2300.0,62000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
872,720145,1700.0,35000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
873,710434,2300.0,75000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
874,715448,1000.0,19000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
875,720183,1700.0,35000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
876,710867,2900.0,35000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
877,631236,2800.0,70000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
878,710384,2800.0,70000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
879,698768,1800.0,40000,0,0,0,0,0,0,0,0,1,0,0,0,0,1
880,720294,546.0,13000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
881,679156,1500.0,23000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
882,679314,1500.0,17000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
883,723093,1280.0,24000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
884,722812,1605.0,32000,0,0,0,0,0,0,1,0,0,0,0,0,0,1
885,711008,1300.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
886,722942,2400.0,18000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
887,712638,1210.0,25000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
888,723242,1160.0,21500,0,0,0,0,0,0,1,0,0,0,0,1,0,0
889,720802,2000.0,35000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
890,723053,1280.0,24000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
891,721044,2250.0,35000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
892,721560,2000.0,15000,0,0,0,0,0,0,1,0,0,0,0,0,0,1
893,723010,1700.0,28000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
894,721088,1720.0,28000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
895,718726,880.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
896,723599,1640.0,35000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
897,723639,1640.0,35000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
898,718730,1280.0,27000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
899,718771,2839.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
900,722961,3318.0,27000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
901,665560,840.0,12000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
902,715423,1300.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
903,712491,1560.0,32000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
904,722747,1704.0,16000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
905,723090,1350.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
906,659137,1400.0,25000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
907,721550,1340.0,26000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
908,723241,1160.0,21500,0,0,0,0,0,0,1,0,0,0,0,1,0,0
909,720805,2000.0,35000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
910,654893,1170.0,13000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
911,722726,1870.0,19500,0,0,0,0,0,0,1,0,0,0,0,0,1,0
912,709029,2150.0,18000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
913,679301,2000.0,15000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
914,691124,1704.0,16000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
915,722650,2150.0,18000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
916,722787,1704.0,16000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
917,655591,1935.0,21500,0,0,0,0,0,0,1,0,0,0,0,1,0,0
918,715353,2839.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
919,721127,2250.0,35000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
921,721087,2250.0,35000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
922,710881,2839.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
923,693743,1350.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
924,675042,2000.0,15000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
925,712418,1210.0,25000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
926,710951,1300.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
927,668726,1400.0,9000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
928,712468,1210.0,25000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
929,633310,1350.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
930,668730,1400.0,9000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
931,677772,1400.0,8000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
932,720625,2070.0,23000,0,0,0,0,0,0,1,0,0,0,0,0,0,1
933,720804,2000.0,35000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
934,721042,2250.0,35000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
935,721600,2000.0,15000,0,0,0,0,0,0,1,0,0,0,0,0,0,1
936,695540,1200.0,15000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
937,669593,3300.0,22000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
938,651675,980.0,14000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
939,671767,1800.0,20000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
940,715827,2000.0,30000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
941,723675,2000.0,30000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
942,723012,1580.0,30000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
943,723715,2000.0,30000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
944,720807,3850.0,70000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
945,721570,1800.0,20000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
946,677335,1575.0,30000,0,0,0,0,0,0,1,0,0,0,0,0,0,1
947,721610,1800.0,20000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
948,675716,1500.0,10000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
949,721630,1500.0,30000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
951,712641,1430.0,30000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
952,721590,1500.0,30000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
955,720255,2420.0,27000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
956,720248,2420.0,27000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
957,715026,1500.0,15000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
958,649582,1710.0,17000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
959,705506,1900.0,25000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
960,721778,1900.0,25000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
961,721160,850.0,15000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
962,669953,1760.0,23000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
963,704710,1100.0,7500,0,0,0,0,0,0,1,0,0,0,0,1,0,0
964,714474,1500.0,10000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
965,722075,1070.0,15000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
966,723324,500.0,5000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
967,720230,2651.0,49000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
968,723054,1240.0,14000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
969,705481,1740.0,25000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
970,720241,3842.0,45000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
971,722887,1355.0,16000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
972,723211,850.0,14000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
973,723094,1240.0,14000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
974,723210,570.0,6000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
975,720281,3842.0,45000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
976,722803,1355.0,16000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
977,720423,1240.0,14000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
978,723092,830.0,9000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
979,649208,1235.0,15000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
980,721782,1740.0,25000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
981,723119,1776.0,20000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
982,672763,1600.0,10000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
983,721199,1132.0,10000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
984,644218,1840.0,20000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
985,672813,1600.0,10000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
986,721761,2500.0,32000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
987,723325,1000.0,9000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
988,698849,1650.0,8000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
989,723189,1200.0,9000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
990,722975,1400.0,16000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
991,722977,1450.0,17000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
992,723116,1050.0,10000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
993,723667,1500.0,13000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
994,715814,1500.0,13000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
995,723707,1500.0,13000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
996,704135,1000.0,15000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
997,701691,1700.0,27000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
998,710966,1020.0,11000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1000,722750,495.0,6000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1003,722666,723.0,6000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1004,715438,1020.0,21000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1005,702732,600.0,12000,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1006,723619,1300.0,26000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1007,722663,723.0,6000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1008,722790,495.0,6000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1009,718744,780.0,14000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1011,722140,1300.0,26000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1012,720650,600.0,21000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1013,720688,950.0,15000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1014,716940,970.0,14000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1015,723000,1120.0,15000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1016,722600,723.0,6000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1017,722093,710.0,15000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1018,723579,1300.0,26000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1019,720899,1300.0,26000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1020,651694,750.0,15000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1021,718760,1020.0,11000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1022,722706,723.0,6000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1023,710931,1020.0,11000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1024,722180,1300.0,26000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1025,720379,450.0,9000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1026,704136,1000.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1027,722573,1000.0,20000,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1028,722615,450.0,10000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1029,722870,500.0,10000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1030,722574,1000.0,10000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1031,722571,1000.0,20000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1032,723110,1000.0,10000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1033,682689,1110.0,13000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1034,712454,885.0,16000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1035,700819,700.0,8000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1036,723359,700.0,8000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1037,723399,700.0,8000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1038,723479,700.0,8000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1039,723397,1580.0,48000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1040,649198,700.0,28000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1041,649221,810.0,27000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1042,679278,1300.0,16000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1043,665600,650.0,27000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1044,691080,1060.0,29000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1045,689869,650.0,25000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1046,712438,830.0,32000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1047,720185,1205.0,26000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1048,722847,920.0,29000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1051,681406,975.0,28000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1052,720578,1350.0,65000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1053,723143,650.0,27000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1054,722714,1060.0,29000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1055,654890,1240.0,25000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1056,721053,1600.0,7000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1058,723133,550.0,11000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1059,694113,1580.0,48000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1060,710375,1225.0,65000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1063,722962,1460.0,23000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1064,715002,650.0,27000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1065,722906,820.0,28000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1066,611493,1650.0,46000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1068,691100,680.0,22000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1071,722197,1210.0,45000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1072,723437,1580.0,48000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1073,710373,1050.0,45000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1074,698826,1450.0,35000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1075,722778,680.0,22000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1076,720591,1520.0,65000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1077,661642,1200.0,14000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1078,656433,1300.0,35000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1079,649223,920.0,29000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1080,720372,1330.0,65000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1081,597981,650.0,14000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1082,722813,1650.0,46000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1083,722846,810.0,27000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1084,722157,1210.0,45000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1085,723595,1210.0,41500,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1087,722859,700.0,28000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1088,723428,1000.0,50000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1089,720097,1300.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1090,720686,1900.0,90000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1091,696361,2370.0,100000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1092,723417,2370.0,100000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1093,723497,2370.0,100000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1094,722791,1260.0,30000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1095,715821,2450.0,50000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1096,679325,900.0,10000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1097,723256,1279.0,50000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1098,720365,1330.0,50000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1099,722210,1000.0,50000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1100,711421,715.0,40000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1101,723377,2370.0,100000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1102,723308,1180.0,50000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
